,IMDb-rating,appropriate_for,director,downloads,id,industry,language,posted_date,release_date,run_time,storyline,title,views,writer
2686,6.6,R,Jeymes Samuel,"4,921",351033,Hollywood / English,English,"25 Oct, 2021",Nov 03 2021,139,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge in this Western.

When outlaw Nat Love discovers that his enemy Rufus Buck is being released from prison he rounds up his gang to track Rufus down and seek revenge. Those riding with him in this assured, righteously new school Western include his former love Stagecoach Mary, his right and left hand men hot-tempered Bill Pickett and fast drawing Jim Beckwourth and a surprising adversary-turned-ally. Rufus Buck has his own fearsome crew, including ""Treacherous"" Trudy Smith and Cherokee Bill, and they are not a group that knows how to lose.",The Harder They Fall,"19,567","Jeymes Samuel, Boaz Yakin"
2687,5.1,PG-13,Evan Spiliotopoulos,"8,825",342635,Hollywood / English,"English,American Sign Language,Latin","05 Apr, 2021",Apr 02 2021,99,"A hearing-impaired girl is visited by the Virgin Mary and can suddenly hear, speak, and heal the sick. As people flock to witness her miracles, terrifying events unfold. Are they the work of the Virgin Mary or something much  sinister?

After a supposed visitation from the Virgin Mary, Alice, a young hearing-impaired girl, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much  sinister.",The Unholy,"42,246","Evan Spiliotopoulos, James Herbert"
2688,6.6,PG-13,Michael Showalter,557,349458,Hollywood / English,English,"20 Sep, 2021",Sep 17 2021,126,"An intimate look at the extraordinary rise, fall and redemption of televangelist Tammy Faye Bakker.

An intimate look at the extraordinary rise, fall, and redemption of televangelist Tammy Faye Bakker. In the 1970s and '80s, Tammy Faye and her husband Jim Bakker,rose from humble beginnings to create the world's largest religious broadcasting network and theme park, and were revered for their message of love, acceptance, and prosperity. Tammy Faye was legendary for her indelible eyelashes, her idiosyncratic singing, and her eagerness to embrace people from all walks of life. However, it wasn't long before financial improprieties, scheming rivals, and scandal toppled their carefully constructed empire.",The Eyes of Tammy Faye,"9,145","Fenton Bailey, Randy Barbato, Abe Sylvia"
2689,7.1,TV-14,Seung-wan Ryoo,"1,786",351445,Hollywood / English,Korean,"03 Nov, 2021",Jul 28 2021,121,"In 1991 war-torn Somalia the personnel and the families of both the South Korean and the North Korean embassies have the same goal: to escape from Mogadishu.

It is 1991, Mogadishu, capital city and most populous city of Somalia was torn by civil war. The personnel and the families of the South Korean embassy, isolated with no communication were enduring hail of bullets and shells. Then one night, personnel from the North Korean embassy knocked on the door asking for help. People of both embassies have one goal, to escape from Mogadishu.",Mogadisyu (Escape from Mogadishu),"13,912","Ki-cheol Lee, Seung-wan Ryoo"
2690,5,,Erik Bloomquist,509,351443,Hollywood / English,English,"03 Nov, 2021",Nov 02 2021,70,"Fraternal twins spend a hellish night at the remote inn their father disappeared from the night they were born.

Fraternal twins Spencer and Sarah Moss embark on a pilgrimage to a remote Vermont inn to investigate the last known whereabouts of their father who mysteriously disappeared the night they were born. Once checked in, the uncanny innkeeper and enigmatic groundsman guide the twins through the institutions's tragic and terrifying history. Not ones to leave any stone unturned, Spencer and Sarah go rogue and dive deeper - their exploration leading to shocking revelations as the property's dark secrets ensnare them in a hellish labyrinth they must escape before dawn. Equal parts The Innkeepers, The Shining, and Vacancy, Night at the Eagle Inn is a fast-paced horror-mystery laden with intrigue, black comedy, and plenty of scares.",Night at the Eagle Inn,"7,927","Erik Bloomquist, Carson Bloomquist"
2691,6.1,,Cathy Brady,324,351442,Hollywood / English,English,"03 Nov, 2021",Sep 03 2021,85,"The story of two sisters who grew up on the fractious Irish border. When one of them, who has been missing, finally returns home, the intense bond with her sister is re-ignited. Together they unearth their mother's past but uncovered secrets and resentments which have been buried deep, threaten to overwhelm them.",Wildfire,"4,743",Cathy Brady
2692,5.9,,Chris Bailey,165,351441,Hollywood / English,English,"03 Nov, 2021",Nov 02 2021,80,"A former basketball star battles with his mental illness while scouring the streets of Detroit with a young boy, in search of his lost high school championship ring.

A former basketball star, suffering from mental illness, is triggered down a dark path when he discovers his championship ring is missing. But even with the help of a young boy in the neighborhood to find it, he finds himself stuck in a time warp and forced to come to grips with life as it is now.",Curtis,"3,671",Chris Bailey
2693,8,,,416,351440,Hollywood / English,English,"03 Nov, 2021",Nov 01 2021,112,An outrageous and provocative dark comedy about a mismatched NSA team who kidnap the creator of Bitcoin - Satoshi Nakamoto - and attempt to torture him for the information they need to destroy cryptocurrencies.,Decrypted,"5,266",
2694,3.7,,Krsy Fox,574,351439,Hollywood / English,English,"03 Nov, 2021",Oct 25 2021,101,"In a moment of desperation Ruby Chase makes a vow of servitude to a monster (FRANK). She breaks her vow by committing suicide, setting FRANK on a course of bloody revenge against the people she loved the most.",Frank,"7,422",Krsy Fox
2695,6.4,PG-13,Gabriel Bologna,701,351386,Hollywood / English,English,"02 Nov, 2021",Dec 16 2021,115,"A Tango dancer and a rabbi develop a plan to enter a dance competition without sacrificing his orthodox beliefs. Family, tolerance, and community are tested one dazzling dance step at a time.",Tango Shalom,"9,845","Joseph Bologna, Claudio Laniado, Jos Laniado"
2696,5.3,,Fred Wolf,282,351385,Hollywood / English,"English,Russian","02 Nov, 2021",Oct 29 2021,98,"A 22 year old statistics whiz, Beek, sets out on a cross country road trip to New York City with the hopes of convincing one of the world's greatest tennis stars he can help her defeat her most challenging rival in the upcoming championship tournament. This road trip/romantic comedy follows his misadventures en route to and in the big city where Beek learns how to color outside the lines for the first time in his life.",40-Love,"4,155","Fred Wolf, Michael Buechler"
2697,6.5,,"Brad Riddell, Sanford Sternshein",212,351384,Hollywood / English,English,"02 Nov, 2021",Mar 20 2021,90,"Nostalgic for his glory days, a frustrated stay-at-home dad invites all of his high school Facebook friends to an 80s-themed surprise party for his exhausted corporate wife.",Later Days,"3,837","Brad Riddell, Sanford Sternshein"
2698,5.7,,Adam Ethan Crow,661,351383,Hollywood / English,English,"02 Nov, 2021",Sep 04 2021,96,"A fractured family are forced to face their demons, metaphorically and literally, as they unwittingly become embroiled in a man's attempt to prove the existence of the supernatural in order to overturn a friend's murder conviction.",Lair,"6,576","Adam Ethan Crow, Stuart Wright"
2699,5,R,Sean Penn,662,348623,Hollywood / English,English,"30 Aug, 2021",Aug 20 2021,109,"A father lives a double life as a counterfeiter, bank robber and con man in order to provide for his daughter.

Jennifer Vogel's father John was larger than life. As a child, Jennifer marveled at his magnetizing energy and ability to make life feel like a grand adventure. He taught her so much about love and joy, but he also happened to be the most notorious counterfeiter in US history. Based on a true story and directed by Sean Penn, Flag Day stars Penn and his real-life daughter Dylan Penn in an intimate family portrait about a young woman who struggles to rise above the wreckage of her past while reconciling the inescapable bond between a daughter and her father.",Flag Day,"7,631","Jez Butterworth, John-Henry Butterworth, Jennifer Vogel"
2700,3.1,,Darrell Mapson,255,351382,Hollywood / English,English,"02 Nov, 2021",Sep 13 2021,90,"A Chinese gold mining camp is over-run by a group of outlaws. One of the outlaws has to question his morals after meeting the woman of his dreams.

Back in the old west gold rush era, there is a small mining camp along the river that is being mined by the Chinese but they are run off by a small group of greedy white miners. There is also a group of outlaw brothers, the Red Jack Gang, that are running from the law after robbing trains and banks. They hear about the miners finding gold and end up taking over the mining camp, using it as a place to hide and force a few of the remaining miners to work for them. One of the outlaws, Lucas, meets a woman on the road, she lives in the area with her mom and sister. She is a good Christian woman who develops a friendship with the man who she does not know is really an outlaw bandit. He has an attraction to her and she starts telling him about how walking with Jesus is the right path and that no matter what he has done he will be forgiven and she tells him how. The gang gets upset with him when he takes off without doing his share of the work. They have told him to lay low cause of the law. They start to mistrust him. While following him, they decide to visit the family home and capture the sister, mother and friend retired Sheriff Tucker. There is confrontation with the gang from a bounty hunter that has been tracking them and a Marshal. Lucas is forced to make a choice of which side to take when the gang puts the mother in jeopardy.",Lost Outlaw,"4,809",Darrell Mapson
2701,8.8,TV-MA,T.J. Gnanavel,"23,595",351381,Tollywood,"Tamil,Hindi,Telugu","02 Nov, 2021",Nov 02 2021,164,Jai Bhim is a story of a lawyer who fights for the land rights of tribal people.,Jai Bhim,"76,454","T.J. Gnanavel, Rajendra Sapre"
2702,6.8,R,Edson Oda,325,351336,Hollywood / English,English,"01 Nov, 2021",Jul 30 2021,124,"A reclusive man conducts a series of interviews with human souls for a chance to be born.

Will (Winston Duke) spends his days in a remote outpost watching the live Point of View (POV) on TV's of people going about their lives, until one subject perishes, leaving a vacancy for a new life on earth. Soon, several candidates - unborn souls - arrive at Will's to undergo tests determining their fitness, facing oblivion when they are deemed unsuitable. But Will soon faces his own existential challenge in the form of free-spirited Emma (Zazie Beetz), a candidate who is not like the others, forcing him to turn within and reckon with his own tumultuous past. Fueled by unexpected power, he discovers a bold new path forward in his own life. Making his feature-film debut after a series of highly acclaimed and award-winning short films and music videos, Japanese Brazilian director Edson Oda delivers a heartfelt and meditative vision of human souls in limbo, aching to be born against unimaginable odds, yet hindered by forces beyond their will.",Nine Days,"6,122",Edson Oda
2703,6.4,TV-MA,Matthias Schweighöfer,"17,656",351293,Hollywood / English,"English,French,German,Czech,Portuguese","30 Oct, 2021",Oct 29 2021,127,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.",Army of Thieves,"55,824","Zack Snyder, Shay Hatten"
2704,5.4,,,"1,829",351292,Hollywood / English,English,"30 Oct, 2021",Oct 29 2021,89,A Chinese immigrant get caught up in an international crime ring of human smuggling while attempting to make a better life for her family.,Snakehead,"15,965",
